Competência,Subclasse,Admitidos,Desligados,Saldo
10/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,0,1
10/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,0,1
10/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,1,-1
10/2020,Padaria e Confeitaria com Pred. de Revenda,0,2,-2
10/2020,"Com. Var. de Produtos Farmac., com Manip. de Fórmulas",1,1,0
10/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",2,1,1
10/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,1,-1
10/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
10/2020,Com. Var. de Mat. de Const. não Especif. Ant.,1,1,0
10/2020,Com. Var. de Tintas e Mat. para Pintura,1,1,0
10/2020,Com. Var. de Tintas e Mat. para Pintura,1,1,0
10/2020,Com. Var. de Tintas e Mat. para Pintura,0,3,-3
10/2020,Com. Var. de Mat. de Const. não Especif. Ant.,0,1,-1
10/2020,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
10/2020,"Com. Atac. de Máquinas e Equip. para Uso Industrial, Partes e Peças",1,0,1
10/2020,Com. Var. de Art. de óptica,0,1,-1
10/2020,Com. Var. de Outros Produtos não Especif. Ant.,0,1,-1
10/2020,Com. Var. de Comb. para Veíc. Autom.,2,1,1
10/2020,Com. Var. de Comb. para Veíc. Autom.,1,0,1
10/2020,"Com. Atac. de Merc. em Geral, com Pred. de Insumos Agropecuários",0,1,-1
10/2020,"Serv. de Lavagem, Lubrificação e Polimento de Veíc. Autom.",3,1,2
10/2020,Com. Var. de Jornais e Revistas,0,1,-1
10/2020,Com. Var. de Vidros,0,1,-1
10/2020,"Com. Atac. de Cerveja, Chope e Refrigerante",10,1,9
10/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,1,0
10/2020,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,0,2,-2
10/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Hipermercados",14,9,5
10/2020,Com. Atac. de Ferragens e Ferramentas,2,2,0
10/2020,"Com. Var. Especial. de Peças e Acessórios para Aparelhos Eletroeletrônicos para Uso Doméstico, Exceto Informática e Comunicação",2,0,2
10/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,3,3,0
10/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Hipermercados",12,6,6
10/2020,Com. Atac. Especial. de Mat. de Const. não Especif. Ant.,11,7,4
10/2020,Com. Var. de Art. de Joalheria,2,0,2
10/2020,"Com. Atac. de Máquinas, Aparelhos e Equip. para Uso Agropecuário, Partes e Peças",0,1,-1
10/2020,Com. Var. de Ferragens e Ferramentas,3,1,2
10/2020,Com. Var. de Art. do Vestuário e Acessórios,2,2,0
10/2020,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
10/2020,"Com. Var. de Produtos Farmac., com Manip. de Fórmulas",0,1,-1
10/2020,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
10/2020,Com. Var. Especial. de Equip. de Telefonia e Comunicação,0,1,-1
06/2020,Com. Var. de Mat. de Const. não Especif. Ant.,2,1,1
06/2020,Com. Atac. de Ferragens e Ferramentas,0,2,-2
06/2020,"Com. Var. Especial. de Peças e Acessórios para Aparelhos Eletroeletrônicos para Uso Doméstico, Exceto Informática e Comunicação",0,1,-1
06/2020,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,10,1,9
06/2020,Com. Var. de Outros Produtos não Especif. Ant.,1,0,1
06/2020,Com. Var. de Equip. para Escritório,0,1,-1
06/2020,Com. Var. de Outros Produtos não Especif. Ant.,0,1,-1
06/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
06/2020,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",0,1,-1
06/2020,"Representantes Comerciais e Agentes do Com. de Têxteis, Vestuário, Calçados e Art. de Viagem",0,1,-1
06/2020,Com. Var. de Art. do Vestuário e Acessórios,0,4,-4
06/2020,"Com. Atac. de Merc. em Geral, sem Pred. de Alimentos ou de Insumos Agropecuários",11,10,1
06/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",6,8,-2
06/2020,Com. Atac. de Medicamentos e Drogas de Uso Humano,24,9,15
06/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,0,1
06/2020,Padaria e Confeitaria com Pred. de Revenda,1,0,1
06/2020,Com. Atac. Especial. em Outros Produtos Intermediários não Especif. Ant.,0,7,-7
06/2020,"Com. Atac. de Produtos da Extração Mineral, Exceto Comb.",1,0,1
06/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,1,0,1
06/2020,"Com. Var. de Doces, Balas, Bombons e Semelhantes",0,1,-1
06/2020,Com. Atac. de Resíduos e Sucatas Metálicos,1,0,1
06/2020,Com. Atac. de Carnes Bovinas e Suínas e Derivados,1,10,-9
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,0,1
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,1,-1
06/2020,Com. Var. de Outros Produtos não Especif. Ant.,1,0,1
06/2020,Com. Var. Especial. de Equip. de Telefonia e Comunicação,0,3,-3
06/2020,Com. por Atacado de Pneumáticos e Câmaras-De-Ar,1,1,0
06/2020,Com. Atac. de Resíduos e Sucatas Metálicos,0,1,-1
06/2020,Com. Var. de Outros Art. de Uso Doméstico não Especif. Ant.,1,0,1
06/2020,Com. Var. de Mat. de Const. não Especif. Ant.,1,0,1
06/2020,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
06/2020,Com. Atac. de Produtos Alim. em Geral,3,1,2
06/2020,Com. Var. Especial. de Equip. e Suprimentos de Informática,4,2,2
06/2020,Com. Var. de Art. Esportivos,0,1,-1
06/2020,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
06/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",0,2,-2
06/2020,Com. Var. de Gás LiqüEfeito de Petróleo (Glp),1,1,0
06/2020,Com. Var. de Móveis,1,0,1
06/2020,Com. Atac. de Embalagens,0,7,-7
06/2020,Com. Var. de Art. Médicos e Ortopédicos,0,1,-1
06/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",0,1,-1
06/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",0,2,-2
06/2020,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,0,1,-1
06/2020,Padaria e Confeitaria com Pred. de Revenda,0,2,-2
06/2020,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,0,1,-1
06/2020,"Com. Var. de Suvenires, Bijuterias e Artesanatos",0,1,-1
06/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
06/2020,Com. Var. de Madeira e Artefatos,0,1,-1
06/2020,Com. Var. de Equip. para Escritório,0,1,-1
06/2020,Com. Var. de Art. de Iluminação,0,1,-1
06/2020,Com. Var. de Outros Produtos não Especif. Ant.,0,1,-1
06/2020,Com. Var. de Outros Art. de Uso Doméstico não Especif. Ant.,0,1,-1
06/2020,Com. Var. de Móveis,0,1,-1
06/2020,Com. Var. de Mat. de Const. em Geral,1,0,1
06/2020,"Com. Var. de Produtos Farmac., com Manip. de Fórmulas",1,0,1
06/2020,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",8,1,7
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",5,0,5
06/2020,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,0,1,-1
06/2020,Com. Var. Especial. de Equip. e Suprimentos de Informática,2,3,-1
06/2020,Com. Var. de Hortifrutigranjeiros,0,1,-1
06/2020,"Com. Atac. de Frutas, Verduras, Raízes, Tubérculos, Hortaliças e Legumes Frescos",0,2,-2
06/2020,"Lojas de Variedades, Exceto Lojas de Dep. ou Magazines",0,1,-1
06/2020,Com. Var. de Art. de óptica,0,1,-1
06/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
06/2020,Com. Var. de Art. de Joalheria,0,1,-1
06/2020,Com. Var. de Produtos Saneantes Domissanitários,1,0,1
06/2020,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
06/2020,Com. Var. de Mat. de Const. não Especif. Ant.,2,0,2
06/2020,Com. Atac. de Sorvetes,5,3,2
06/2020,Com. Atac. Especial. em Outros Produtos Intermediários não Especif. Ant.,0,1,-1
06/2020,Com. Atac. de Ferragens e Ferramentas,0,1,-1
06/2020,Com. Var. de Material Elétrico,0,2,-2
06/2020,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,1,1,0
06/2020,Com. Var. de Plantas e Flores Naturais,2,0,2
06/2020,Com. por Atacado de Peças e Acessórios para Motocicletas e Motonetas,1,1,0
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,1,-1
06/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",0,1,-1
06/2020,Com. Var. de Comb. para Veíc. Autom.,0,6,-6
06/2020,Com. Atac. de Produtos Alim. em Geral,14,9,5
06/2020,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
06/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,1,-1
06/2020,Com. a Var. de Pneumáticos e Câmaras-De-Ar,0,1,-1
06/2020,Com. Var. de Plantas e Flores Naturais,1,1,0
06/2020,Com. Var. de Art. do Vestuário e Acessórios,0,4,-4
06/2020,Com. Var. de Tecidos,0,1,-1
06/2020,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,3,0,3
06/2020,Com. Var. de Equip. para Escritório,1,2,-1
06/2020,Com. Atac. de Embalagens,0,1,-1
06/2020,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,0,1,-1
06/2020,Com. Atac. de Produtos Alim. em Geral,0,1,-1
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,1,-1
06/2020,Com. Var. de Plantas e Flores Naturais,0,2,-2
06/2020,Serv. de Lanternagem ou Funilaria e Pintura de Veíc. Autom.,0,1,-1
06/2020,Com. Var. de Jornais e Revistas,0,1,-1
06/2020,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
06/2020,Com. Var. de Calçados,0,1,-1
06/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",5,1,4
06/2020,Comercio Var. de Art. de Armarinho,1,0,1
06/2020,Com. Var. de Art. de Joalheria,0,1,-1
06/2020,Com. Var. de Art. Fotográficos e para Filmagem,0,1,-1
06/2020,Padaria e Confeitaria com Pred. de Revenda,1,1,0
06/2020,Com. Var. de Mat. de Const. em Geral,0,1,-1
06/2020,"Com. Atac. de Merc. em Geral, sem Pred. de Alimentos ou de Insumos Agropecuários",2,0,2
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",4,11,-7
06/2020,Com. Var. de Art. de óptica,0,1,-1
06/2020,Com. Atac. de Outros Equip. e Art. de Uso Pessoal e Doméstico não Especif. Ant.,2,2,0
06/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,0,1
06/2020,Com. Var. de Tintas e Mat. para Pintura,0,1,-1
06/2020,Com. Var. de Outros Art. de Uso Doméstico não Especif. Ant.,0,1,-1
06/2020,Com. Atac. de Outros Equip. e Art. de Uso Pessoal e Doméstico não Especif. Ant.,1,3,-2
06/2020,Com. Var. de Livros,1,0,1
06/2020,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,0,1,-1
06/2020,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",0,1,-1
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,0,1
06/2020,"Com. Atac. de Frutas, Verduras, Raízes, Tubérculos, Hortaliças e Legumes Frescos",0,1,-1
06/2020,Com. Var. de Outros Produtos não Especif. Ant.,0,1,-1
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",10,3,7
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Hipermercados",48,2,46
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",0,1,-1
06/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Usados",2,0,2
06/2020,Com. Var. de Art. de Colchoaria,1,0,1
06/2020,Com. Var. de Livros,0,1,-1
06/2020,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
06/2020,Padaria e Confeitaria com Pred. de Revenda,0,1,-1
06/2020,Com. Var. de Outros Art. de Uso Doméstico não Especif. Ant.,0,1,-1
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",4,2,2
06/2020,Com. Var. de Plantas e Flores Naturais,1,0,1
06/2020,Com. Var. de Art. Esportivos,2,0,2
06/2020,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
06/2020,Com. Atac. de Componentes Eletrônicos e Equip. de Telefonia e Comunicação,0,22,-22
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",11,14,-3
06/2020,"Com. Var. de Bicicletas e Triciclos, Peças e Acessórios",1,0,1
06/2020,"Com. Var. de Bicicletas e Triciclos, Peças e Acessórios",2,1,1
06/2020,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
06/2020,"Com. Atac. de Jóias, Relógios e Bijuterias, Inclusive Pedras Preciosas e Semipreciosas Lapidadas",0,2,-2
06/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
06/2020,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
06/2020,Com. Var. de Art. de Colchoaria,1,0,1
06/2020,"Com. Atac. de Frutas, Verduras, Raízes, Tubérculos, Hortaliças e Legumes Frescos",11,9,2
06/2020,Com. Atac. de Produtos Odontológicos,0,4,-4
06/2020,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
06/2020,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
06/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",2,0,2
06/2020,Com. Var. de Tintas e Mat. para Pintura,1,1,0
06/2020,"Com. Atac. de Cerveja, Chope e Refrigerante",0,1,-1
06/2020,Com. Var. de Produtos Saneantes Domissanitários,0,1,-1
06/2020,Com. Var. de Art. de Iluminação,0,1,-1
06/2020,"Representantes Comerciais e Agentes do Com. de Produtos Alim., Bebidas e Fumo",0,2,-2
06/2020,Com. Var. de Carnes - Açougues,0,1,-1
06/2020,Com. Var. de Art. de Papelaria,0,1,-1
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,0,1
06/2020,"Com. Var. de Suvenires, Bijuterias e Artesanatos",0,1,-1
06/2020,Padaria e Confeitaria com Pred. de Revenda,0,1,-1
06/2020,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,2,1,1
06/2020,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,0,1,-1
06/2020,Com. Var. de Madeira e Artefatos,0,1,-1
06/2020,Com. Var. de Plantas e Flores Naturais,0,1,-1
06/2020,Com. Atac. de Produtos Alim. em Geral,1,0,1
06/2020,"Representantes Comerciais e Agentes do Com. de Máquinas, Equip., Embarcações e Aeronaves",1,2,-1
06/2020,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
06/2020,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,0,1,-1
06/2020,Com. Var. de Material Elétrico,1,0,1
06/2020,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
06/2020,Com. Var. de Art. Médicos e Ortopédicos,0,1,-1
06/2020,Com. Var. de Art. do Vestuário e Acessórios,0,4,-4
06/2020,Com. Var. de Comb. para Veíc. Autom.,0,2,-2
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,2,-1
06/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
06/2020,Com. Var. de Ferragens e Ferramentas,1,0,1
06/2020,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,0,1,-1
06/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",0,2,-2
06/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
06/2020,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,0,1,-1
06/2020,Com. Var. de Outros Produtos não Especif. Ant.,1,1,0
06/2020,Com. Atac. de Embalagens,4,7,-3
06/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,1,0,1
06/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",3,1,2
06/2020,"Com. Atac. de Bombas e Compressores, Partes e Peças",0,1,-1
06/2020,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
06/2020,Com. Var. de Outros Produtos não Especif. Ant.,0,2,-2
06/2020,Com. Var. de Móveis,8,3,5
06/2020,Com. Var. de Móveis,0,1,-1
06/2020,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
06/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
06/2020,Com. Var. de Plantas e Flores Naturais,0,1,-1
06/2020,"Lojas de Variedades, Exceto Lojas de Dep. ou Magazines",0,1,-1
06/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Usados",0,1,-1
06/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",1,0,1
06/2020,Com. Var. de Hortifrutigranjeiros,6,8,-2
06/2020,"Com. Atac. de Frutas, Verduras, Raízes, Tubérculos, Hortaliças e Legumes Frescos",1,2,-1
06/2020,Com. Var. de Hortifrutigranjeiros,6,5,1
06/2020,Com. Var. de Gás LiqüEfeito de Petróleo (Glp),0,1,-1
06/2020,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",0,1,-1
06/2020,"Com. Atac. de Merc. em Geral, com Pred. de Produtos Alim.",3,5,-2
06/2020,Com. Var. de Laticínios e Frios,0,1,-1
06/2020,"Serv. de Lavagem, Lubrificação e Polimento de Veíc. Autom.",0,1,-1
06/2020,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
06/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,2,-2
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,1,-1
06/2020,"Com. Atac. de Frutas, Verduras, Raízes, Tubérculos, Hortaliças e Legumes Frescos",2,0,2
06/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",1,2,-1
06/2020,Com. Var. de Art. de Papelaria,0,1,-1
06/2020,Com. Var. de Material Elétrico,0,1,-1
06/2020,Com. Var. de Lubrificantes,1,0,1
06/2020,Com. Var. de Comb. para Veíc. Autom.,1,1,0
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,1,-1
06/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",1,1,0
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",3,0,3
06/2020,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,0,1,-1
06/2020,Com. Atac. de Alimentos para Animais,0,4,-4
06/2020,Com. Atac. de Alimentos para Animais,0,1,-1
06/2020,Com. Var. de Art. do Vestuário e Acessórios,5,87,-82
06/2020,Com. por Atacado de Caminhões Novos e Usados,0,1,-1
06/2020,Com. Var. de Outros Produtos não Especif. Ant.,5,0,5
06/2020,"Com. Atac. de Frutas, Verduras, Raízes, Tubérculos, Hortaliças e Legumes Frescos",0,1,-1
06/2020,Com. Var. de Madeira e Artefatos,1,0,1
06/2020,Com. Var. Especial. de Equip. e Suprimentos de Informática,1,0,1
06/2020,Com. Var. de Produtos Saneantes Domissanitários,0,1,-1
06/2020,Com. Var. de Plantas e Flores Naturais,0,1,-1
06/2020,Tabacaria,0,2,-2
06/2020,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",0,4,-4
06/2020,Com. Var. de Plantas e Flores Naturais,0,1,-1
06/2020,"Com. Atac. de Frutas, Verduras, Raízes, Tubérculos, Hortaliças e Legumes Frescos",0,1,-1
06/2020,Com. Var. de Madeira e Artefatos,0,1,-1
06/2020,Com. Var. Especial. de Equip. e Suprimentos de Informática,0,1,-1
06/2020,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
06/2020,Com. Var. de Carnes - Açougues,0,1,-1
06/2020,Com. Var. de Ferragens e Ferramentas,0,1,-1
06/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
06/2020,"Com. Atac. de Produtos da Extração Mineral, Exceto Comb.",0,1,-1
06/2020,Com. Var. de Livros,0,2,-2
06/2020,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
06/2020,Com. Var. de Art. de Joalheria,2,1,1
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,0,1
06/2020,Com. Var. de Ferragens e Ferramentas,1,0,1
06/2020,Serv. de Lanternagem ou Funilaria e Pintura de Veíc. Autom.,0,1,-1
06/2020,Com. Var. de Calçados,0,1,-1
06/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,0,1
06/2020,Com. Var. de Móveis,2,0,2
06/2020,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",0,1,-1
06/2020,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",0,1,-1
06/2020,"Com. Atac. de Merc. em Geral, com Pred. de Produtos Alim.",8,9,-1
06/2020,Com. Atac. Especial. em Outros Produtos Intermediários não Especif. Ant.,1,0,1
06/2020,Com. Atac. Especial. em Outros Produtos Alim. não Especif. Ant.,1,0,1
06/2020,Com. Var. de Art. do Vestuário e Acessórios,0,2,-2
06/2020,"Serv. de Lavagem, Lubrificação e Polimento de Veíc. Autom.",0,1,-1
06/2020,Com. Var. de Art. de óptica,1,0,1
06/2020,Com. Var. de Brinquedos e Art. Recreativos,2,4,-2
06/2020,"Com. Atac. de Cereais e Leguminosas Beneficiados, Farinhas, Amidos e Féculas, com Atividade de Fracionamento e Acondicionamento Associada",0,1,-1
06/2020,Com. Var. de Ferragens e Ferramentas,0,1,-1
06/2020,Com. Var. de Mat. de Const. não Especif. Ant.,0,1,-1
06/2020,Com. Var. Especial. de Instrumentos Musicais e Acessórios,0,1,-1
06/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
06/2020,Com. Atac. de Cosméticos e Produtos de Perfumaria,0,1,-1
06/2020,Com. Var. de Outros Produtos não Especif. Ant.,1,0,1
06/2020,Com. Atac. de Ferragens e Ferramentas,1,1,0
06/2020,Com. a Var. de Peças e Acessórios Usados para Veíc. Autom.,0,1,-1
06/2020,Com. Var. de Outros Produtos não Especif. Ant.,0,1,-1
06/2020,Com. Var. de Móveis,42,10,32
06/2020,Com. Var. de Mat. de Const. em Geral,0,1,-1
06/2020,Com. Var. de Outros Produtos não Especif. Ant.,0,1,-1
06/2020,Com. Var. de Outros Art. de Uso Doméstico não Especif. Ant.,0,2,-2
06/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Usados",0,1,-1
06/2020,Com. Var. de Livros,2,3,-1
06/2020,Com. Var. de Animais Vivos e de Art. e Alimentos para Animais de Estimação,0,1,-1
06/2020,Com. Var. de Brinquedos e Art. Recreativos,0,1,-1
06/2020,Com. Var. de Art. de óptica,0,1,-1
06/2020,"Com. Var. de Doces, Balas, Bombons e Semelhantes",2,3,-1
06/2020,"Com. Atac. de Chocolates, Confeitos, Balas, Bombons e Semelhantes",0,1,-1
06/2020,Com. Var. de Mat. de Const. em Geral,3,2,1
06/2020,"Com. Var. de Doces, Balas, Bombons e Semelhantes",0,1,-1
06/2020,"Com. Atac. de Máquinas e Equip. para Uso Industrial, Partes e Peças",1,1,0
06/2020,Com. Var. de Calçados,0,2,-2
06/2020,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,0,2,-2
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,0,1
06/2020,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",0,1,-1
06/2020,Comercio Var. de Art. de Armarinho,0,1,-1
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,1,-1
06/2020,Com. Var. Especial. de Equip. de Telefonia e Comunicação,1,0,1
06/2020,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,0,1,-1
06/2020,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,1,-1
06/2020,"Serv. de Lavagem, Lubrificação e Polimento de Veíc. Autom.",23,1,22
06/2020,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,1,0,1
06/2020,Com. por Atacado de Motocicletas e Motonetas,0,4,-4
06/2020,Com. Var. de Calçados,0,1,-1
06/2020,"Com. Var. de Produtos Farmac., com Manip. de Fórmulas",3,2,1
06/2020,Com. Var. de Outros Produtos não Especif. Ant.,0,1,-1
06/2020,Com. Var. de Ferragens e Ferramentas,0,1,-1
06/2020,Com. Var. Especial. de Equip. de Telefonia e Comunicação,0,1,-1
06/2020,Com. Var. de Móveis,0,1,-1
06/2020,Com. Atac. de Carnes Bovinas e Suínas e Derivados,3,1,2
06/2020,Com. Var. de Animais Vivos e de Art. e Alimentos para Animais de Estimação,0,2,-2
06/2020,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
06/2020,"Com. Var. de Suvenires, Bijuterias e Artesanatos",0,2,-2
06/2020,"Com. Atac. de Máquinas e Equip. para Uso Industrial, Partes e Peças",0,1,-1
06/2020,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",0,1,-1
06/2020,Com. Var. de Animais Vivos e de Art. e Alimentos para Animais de Estimação,0,1,-1
06/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
06/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,1,-1
06/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
06/2020,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,0,1,-1
06/2020,"Com. Var. de Suvenires, Bijuterias e Artesanatos",1,1,0
06/2020,Com. Var. de Livros,1,2,-1
06/2020,Com. Var. de Carnes - Açougues,2,0,2
06/2020,Com. Var. de Carnes - Açougues,0,1,-1
06/2020,Com. Atac. de Componentes Eletrônicos e Equip. de Telefonia e Comunicação,2,0,2
06/2020,Com. Var. de Art. de óptica,1,0,1
06/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,2,-2
